Timestamp,Model,Request tokens,Response tokens,Total tokens,Log Type
254015,GPT-4,202,530,732,Conversation log
254042,GPT-4,412,154,566,Conversation log
254045,ChatGPT,37,43,80,Conversation log
254047,ChatGPT,102,81,183,Conversation log
254060,ChatGPT,2015,407,2422,Conversation log
254086,ChatGPT,111,198,309,Conversation log
254097,GPT-4,587,176,763,Conversation log
254141,GPT-4,0,0,0,Conversation log
254141,ChatGPT,0,0,0,Conversation log
254145,GPT-4,0,0,0,Conversation log
254200,ChatGPT,356,353,709,Conversation log
254217,ChatGPT,1746,604,2350,Conversation log
254221,GPT-4,800,684,1484,Conversation log
254267,GPT-4,250,184,434,Conversation log
254278,ChatGPT,439,107,546,Conversation log
254295,ChatGPT,565,393,958,Conversation log
254299,ChatGPT,0,0,0,Conversation log
254306,GPT-4,626,155,781,Conversation log
254325,GPT-4,1442,159,1601,Conversation log
254342,ChatGPT,1511,1242,2753,Conversation log
254367,GPT-4,1037,174,1211,Conversation log
254490,ChatGPT,374,108,482,Conversation log
254522,ChatGPT,0,0,0,Conversation log
254537,ChatGPT,0,0,0,Conversation log
254557,GPT-4,144,260,404,Conversation log
254570,ChatGPT,0,0,0,Conversation log
254581,ChatGPT,40,872,912,Conversation log
254601,ChatGPT,1265,60,1325,Conversation log
254639,ChatGPT,391,57,448,Conversation log
254690,GPT-4,426,304,730,Conversation log
254703,ChatGPT,1308,117,1425,Conversation log
254768,ChatGPT,935,934,1869,Conversation log
254769,GPT-4,763,284,1047,Conversation log
254792,ChatGPT,363,44,407,Conversation log
254863,ChatGPT,1008,36,1044,Conversation log
254876,ChatGPT,1889,711,2600,Conversation log
254879,ChatGPT,23,106,129,Conversation log
254926,ChatGPT,150,122,272,Conversation log
254952,ChatGPT,869,105,974,Conversation log
254968,ChatGPT,890,166,1056,Conversation log
254983,ChatGPT,298,212,510,Conversation log
255044,ChatGPT,1177,477,1654,Conversation log
255070,ChatGPT,419,64,483,Conversation log
255096,ChatGPT,0,0,0,Conversation log
255108,ChatGPT,0,0,0,Conversation log
255173,ChatGPT,744,151,895,Conversation log
255205,ChatGPT,1925,418,2343,Conversation log
255242,ChatGPT,54,68,122,Conversation log
255377,ChatGPT,544,490,1034,Conversation log
255406,ChatGPT,792,543,1335,Conversation log
255476,ChatGPT,1351,561,1912,Conversation log
255488,ChatGPT,789,338,1127,Conversation log
255508,ChatGPT,1961,41,2002,Conversation log
255537,ChatGPT,1060,62,1122,Conversation log
255573,ChatGPT,581,115,696,Conversation log
255670,ChatGPT,761,243,1004,Conversation log
255697,ChatGPT,817,95,912,Conversation log
255730,ChatGPT,1182,179,1361,Conversation log
255751,GPT-4,781,286,1067,Conversation log
255777,ChatGPT,20,469,489,Conversation log
255859,ChatGPT,13,98,111,Conversation log
255866,ChatGPT,891,77,968,Conversation log
255902,GPT-4,144,69,213,Conversation log
255920,GPT-4,234,228,462,Conversation log
255921,ChatGPT,136,237,373,Conversation log
255946,ChatGPT,1783,439,2222,Conversation log
255965,GPT-4,391,298,689,Conversation log
255971,ChatGPT,1190,371,1561,Conversation log
255979,GPT-4,1132,293,1425,Conversation log
256031,GPT-4,0,0,0,Conversation log
256036,ChatGPT,0,0,0,Conversation log
256088,ChatGPT,1289,22,1311,Conversation log
256097,GPT-4,459,49,508,Conversation log
256111,ChatGPT,1066,21,1087,Conversation log
256120,GPT-4,957,278,1235,Conversation log
256196,GPT-4,490,219,709,Conversation log
256202,ChatGPT,1894,409,2303,Conversation log
256204,GPT-4,1044,278,1322,Conversation log
256251,ChatGPT,1851,400,2251,Conversation log
256297,GPT-4,907,321,1228,Conversation log
256307,ChatGPT,1788,335,2123,Conversation log
256312,ChatGPT,1027,173,1200,Conversation log
256321,ChatGPT,18,17,35,Conversation log
256347,ChatGPT,458,66,524,Conversation log
256391,GPT-4,1446,378,1824,Conversation log
256416,GPT-4,1354,280,1634,Conversation log
256470,ChatGPT,275,161,436,Conversation log
256491,ChatGPT,1091,144,1235,Conversation log
256528,GPT-4,1642,34,1676,Conversation log
256564,ChatGPT,110,233,343,Conversation log
256671,ChatGPT,1666,357,2023,Conversation log
256744,ChatGPT,1856,781,2637,Conversation log
256750,ChatGPT,1581,326,1907,Conversation log
256803,ChatGPT,0,0,0,Conversation log
256825,ChatGPT,37,21,58,Conversation log
256841,ChatGPT,120,521,641,Conversation log
256862,ChatGPT,1507,370,1877,Conversation log
256910,ChatGPT,692,753,1445,Conversation log
256927,ChatGPT,1490,572,2062,Conversation log
256928,ChatGPT,899,169,1068,Conversation log
257055,ChatGPT,1743,376,2119,Conversation log
257058,GPT-4,918,317,1235,Conversation log
257081,GPT-4,0,0,0,Conversation log
257109,ChatGPT,0,0,0,Conversation log
257179,GPT-4,0,0,0,Conversation log
257185,ChatGPT,1468,354,1822,Conversation log
257185,GPT-4,1399,332,1731,Conversation log
257209,GPT-4,149,124,273,Conversation log
257222,ChatGPT,1446,308,1754,Conversation log
257371,GPT-4,516,196,712,Conversation log
257387,ChatGPT,71,151,222,Conversation log
257388,GPT-4,1764,427,2191,Conversation log
257434,GPT-4,0,0,0,Conversation log
257496,GPT-4,0,0,0,Conversation log
257509,GPT-4,0,0,0,Conversation log
257516,ChatGPT,18,209,227,Conversation log
257518,GPT-4,0,0,0,Conversation log
257582,ChatGPT,1186,640,1826,Conversation log
257602,ChatGPT,881,304,1185,Conversation log
257654,ChatGPT,21,132,153,Conversation log
257662,GPT-4,0,0,0,Conversation log
257693,GPT-4,22,117,139,Conversation log
257695,GPT-4,0,0,0,Conversation log
257750,GPT-4,150,106,256,Conversation log
257782,ChatGPT,23,813,836,Conversation log
257943,GPT-4,115,224,339,Conversation log
257969,ChatGPT,540,103,643,Conversation log
258054,ChatGPT,144,89,233,Conversation log
258073,ChatGPT,250,66,316,Conversation log
258075,ChatGPT,26,177,203,Conversation log
258118,ChatGPT,231,312,543,Conversation log
258132,ChatGPT,337,73,410,Conversation log
258174,ChatGPT,880,612,1492,Conversation log
258177,ChatGPT,61,298,359,Conversation log
258219,GPT-4,849,137,986,Conversation log
258300,GPT-4,31,382,413,Conversation log
258798,ChatGPT,1892,148,2040,Conversation log
258821,ChatGPT,23,310,333,Conversation log
258886,ChatGPT,1642,67,1709,Conversation log
258926,ChatGPT,1359,17,1376,Conversation log
258986,ChatGPT,1121,80,1201,Conversation log
259010,ChatGPT,1020,84,1104,Conversation log
259052,ChatGPT,373,378,751,Conversation log
259144,GPT-4,35,370,405,Conversation log
259281,ChatGPT,39,393,432,Conversation log
259303,GPT-4,426,297,723,Conversation log
259750,ChatGPT,1618,410,2028,Conversation log
260078,ChatGPT,25,526,551,Conversation log
260175,ChatGPT,772,314,1086,Conversation log
260690,ChatGPT,26,574,600,Conversation log
260743,ChatGPT,31,368,399,Conversation log
261028,ChatGPT,180,254,434,Conversation log
261354,ChatGPT,53,292,345,Conversation log
261394,GPT-4,591,284,875,Conversation log
261945,ChatGPT,50,52,102,Conversation log
262042,GPT-4,32,639,671,Conversation log
262385,ChatGPT,200,316,516,Conversation log
262485,GPT-4,1150,679,1829,Conversation log
262807,GPT-4,35,318,353,Conversation log
262891,ChatGPT,18,512,530,Conversation log
262912,GPT-4,1938,371,2309,Conversation log
262961,ChatGPT,125,25,150,Conversation log
262984,GPT-4,86,573,659,Conversation log
263005,ChatGPT,708,296,1004,Conversation log
263134,GPT-4,2334,525,2859,Conversation log
263546,GPT-4,2501,467,2968,Conversation log
263833,GPT-4,2711,538,3249,Conversation log
264048,GPT-4,2177,417,2594,Conversation log
264168,GPT-4,388,321,709,Conversation log
264350,GPT-4,31,14,45,Conversation log
264384,GPT-4,67,16,83,Conversation log
264459,GPT-4,690,295,985,Conversation log
264464,ChatGPT,564,303,867,Conversation log
265162,ChatGPT,1403,361,1764,Conversation log
265249,ChatGPT,1546,225,1771,Conversation log
265362,ChatGPT,170,18,188,Conversation log
266324,ChatGPT,21,322,343,Conversation log
266557,ChatGPT,353,259,612,Conversation log
266729,ChatGPT,911,447,1358,Conversation log
276499,ChatGPT,127,16,143,Conversation log
277809,ChatGPT,347,26,373,Conversation log
277912,ChatGPT,413,52,465,Conversation log
278009,ChatGPT,494,63,557,Conversation log
278106,ChatGPT,475,50,525,Conversation log
278158,ChatGPT,346,65,411,Conversation log
278485,ChatGPT,379,84,463,Conversation log
280491,ChatGPT,450,100,550,Conversation log
284786,ChatGPT,49,278,327,Conversation log
284810,ChatGPT,375,459,834,Conversation log
284832,ChatGPT,852,108,960,Conversation log
285538,GPT-4,146,639,785,Conversation log
286400,GPT-4,92,192,284,Conversation log
286438,GPT-4,311,302,613,Conversation log
286491,GPT-4,635,487,1122,Conversation log
286622,GPT-4,292,361,653,Conversation log
286643,GPT-4,53,701,754,Conversation log
286677,GPT-4,486,538,1024,Conversation log
287204,ChatGPT,29,21,50,Conversation log
288290,GPT-4,31,24,55,Conversation log
288515,ChatGPT,46,36,82,Conversation log
288747,GPT-4,131,72,203,Conversation log
288988,ChatGPT,55,53,108,Conversation log
288997,GPT-4,282,72,354,Conversation log
289073,GPT-4,431,70,501,Conversation log
289138,ChatGPT,1744,726,2470,Conversation log
289235,GPT-4,569,68,637,Conversation log
290525,GPT-4,659,67,726,Conversation log
290552,ChatGPT,260,837,1097,Conversation log
290765,ChatGPT,1308,573,1881,Conversation log
290833,ChatGPT,1915,612,2527,Conversation log
291054,ChatGPT,0,0,0,Conversation log
291085,ChatGPT,0,0,0,Conversation log
291101,ChatGPT,1778,461,2239,Conversation log
291130,ChatGPT,134,72,206,Conversation log
291162,ChatGPT,279,65,344,Conversation log
291421,GPT-4,137,215,352,Conversation log
291719,ChatGPT,33,499,532,Conversation log
292037,ChatGPT,107,453,560,Conversation log
292162,ChatGPT,8,9,17,Conversation log
292166,ChatGPT,230,462,692,Conversation log
292246,ChatGPT,189,11,200,Conversation log
292306,ChatGPT,577,160,737,Conversation log
292440,ChatGPT,201,361,562,Conversation log
292504,ChatGPT,570,270,840,Conversation log
292594,ChatGPT,808,401,1209,Conversation log
292634,ChatGPT,51,703,754,Conversation log
292737,ChatGPT,21,382,403,Conversation log
292795,ChatGPT,38,418,456,Conversation log
292839,ChatGPT,904,303,1207,Conversation log
292847,ChatGPT,780,605,1385,Conversation log
292863,ChatGPT,421,345,766,Conversation log
292864,ChatGPT,497,379,876,Conversation log
293223,ChatGPT,30,198,228,Conversation log
293294,ChatGPT,269,281,550,Conversation log
293370,ChatGPT,570,261,831,Conversation log
293394,ChatGPT,845,330,1175,Conversation log
293408,ChatGPT,210,524,734,Conversation log
293423,ChatGPT,26,63,89,Conversation log
293931,ChatGPT,1415,578,1993,Conversation log
294048,ChatGPT,770,526,1296,Conversation log
294139,ChatGPT,1315,359,1674,Conversation log
294305,ChatGPT,29,13,42,Conversation log
294349,ChatGPT,64,163,227,Conversation log
294374,ChatGPT,48,464,512,Conversation log
294391,ChatGPT,526,283,809,Conversation log
294550,ChatGPT,22,503,525,Conversation log
294573,ChatGPT,828,98,926,Conversation log
294871,ChatGPT,1694,310,2004,Conversation log
294947,ChatGPT,0,0,0,Conversation log
294965,ChatGPT,1386,650,2036,Conversation log
294988,ChatGPT,110,142,252,Conversation log
295007,ChatGPT,1492,353,1845,Conversation log
295036,ChatGPT,1110,299,1409,Conversation log
295084,ChatGPT,0,0,0,Conversation log
295098,ChatGPT,0,0,0,Conversation log
295104,GPT-4,0,0,0,Conversation log
295154,ChatGPT,0,0,0,Conversation log
295163,ChatGPT,80,386,466,Conversation log
295169,ChatGPT,117,225,342,Conversation log
295270,ChatGPT,200,183,383,Conversation log
295315,ChatGPT,359,231,590,Conversation log
295412,ChatGPT,50,413,463,Conversation log
295447,ChatGPT,1197,243,1440,Conversation log
295450,ChatGPT,15,181,196,Conversation log
295464,ChatGPT,620,231,851,Conversation log
295519,ChatGPT,44,30,74,Conversation log
295549,GPT-4,85,30,115,Conversation log
295567,ChatGPT,486,703,1189,Conversation log
295569,GPT-4,867,195,1062,Conversation log
295613,ChatGPT,397,256,653,Conversation log
295637,ChatGPT,895,422,1317,Conversation log
295653,ChatGPT,84,18,102,Conversation log
295653,ChatGPT,813,417,1230,Conversation log
295691,ChatGPT,126,27,153,Conversation log
295825,ChatGPT,173,19,192,Conversation log
295842,ChatGPT,1530,424,1954,Conversation log
295986,ChatGPT,16,172,188,Conversation log
296013,GPT-4,21,536,557,Conversation log
296017,ChatGPT,1994,416,2410,Conversation log
296043,ChatGPT,44,3,47,Conversation log
296050,ChatGPT,289,86,375,Conversation log
296075,ChatGPT,393,334,727,Conversation log
296093,ChatGPT,742,238,980,Conversation log
296126,ChatGPT,116,61,177,Conversation log
296140,ChatGPT,45,452,497,Conversation log
296173,ChatGPT,1002,205,1207,Conversation log
296214,ChatGPT,1248,211,1459,Conversation log
296217,GPT-4,62,394,456,Conversation log
296236,ChatGPT,1098,182,1280,Conversation log
296292,ChatGPT,78,609,687,Conversation log
296304,ChatGPT,968,155,1123,Conversation log
296326,ChatGPT,883,157,1040,Conversation log
296374,ChatGPT,837,178,1015,Conversation log
296375,ChatGPT,81,294,375,Conversation log
296401,GPT-4,457,300,757,Conversation log
296423,ChatGPT,69,725,794,Conversation log
296434,ChatGPT,586,222,808,Conversation log
296461,GPT-4,806,169,975,Conversation log
296463,ChatGPT,2033,416,2449,Conversation log
296503,GPT-4,1024,211,1235,Conversation log
296516,ChatGPT,1874,359,2233,Conversation log
296525,GPT-4,16,351,367,Conversation log
296554,GPT-4,488,437,925,Conversation log
296676,GPT-4,401,364,765,Conversation log
296698,GPT-4,1291,310,1601,Conversation log
296716,GPT-4,1064,73,1137,Conversation log
296730,ChatGPT,1236,564,1800,Conversation log
296748,GPT-4,1286,239,1525,Conversation log
296780,ChatGPT,824,427,1251,Conversation log
296891,ChatGPT,1494,584,2078,Conversation log
296892,ChatGPT,24,379,403,Conversation log
296913,GPT-4,1187,179,1366,Conversation log
296995,ChatGPT,1866,684,2550,Conversation log
297000,GPT-4,1196,168,1364,Conversation log
297033,GPT-4,1152,161,1313,Conversation log
297125,ChatGPT,2011,200,2211,Conversation log
297185,GPT-4,781,611,1392,Conversation log
297285,GPT-4,203,186,389,Conversation log
297346,ChatGPT,344,229,573,Conversation log
297356,ChatGPT,1151,169,1320,Conversation log
297491,ChatGPT,23,243,266,Conversation log
297555,GPT-4,199,201,400,Conversation log
297565,ChatGPT,600,260,860,Conversation log
297582,GPT-4,1216,341,1557,Conversation log
297608,GPT-4,1347,189,1536,Conversation log
297634,ChatGPT,902,340,1242,Conversation log
297639,ChatGPT,1832,382,2214,Conversation log
297699,ChatGPT,87,121,208,Conversation log
297747,ChatGPT,1754,433,2187,Conversation log
297762,GPT-4,1260,168,1428,Conversation log
297803,ChatGPT,247,548,795,Conversation log
297809,GPT-4,154,362,516,Conversation log
297829,ChatGPT,1718,451,2169,Conversation log
297836,ChatGPT,1009,908,1917,Conversation log
297880,GPT-4,536,282,818,Conversation log
297885,GPT-4,1317,50,1367,Conversation log
298161,ChatGPT,230,141,371,Conversation log
298173,ChatGPT,93,348,441,Conversation log
298237,ChatGPT,49,552,601,Conversation log
298238,GPT-4,944,229,1173,Conversation log
298327,ChatGPT,726,754,1480,Conversation log
298387,GPT-4,1186,154,1340,Conversation log
298492,ChatGPT,1544,203,1747,Conversation log
298495,GPT-4,1413,292,1705,Conversation log
298505,ChatGPT,12,237,249,Conversation log
298509,ChatGPT,1786,725,2511,Conversation log
298520,ChatGPT,262,26,288,Conversation log
298539,GPT-4,2636,566,3202,Conversation log
298540,ChatGPT,306,16,322,Conversation log
298734,ChatGPT,1752,472,2224,Conversation log
298734,GPT-4,42,343,385,Conversation log
298815,ChatGPT,69,78,147,Conversation log
298850,GPT-4,2686,422,3108,Conversation log
298905,GPT-4,414,427,841,Conversation log
298932,ChatGPT,86,608,694,Conversation log
298942,ChatGPT,79,305,384,Conversation log
299001,GPT-4,191,392,583,Conversation log
299032,ChatGPT,783,580,1363,Conversation log
299108,ChatGPT,33,345,378,Conversation log
299130,ChatGPT,398,302,700,Conversation log
299145,ChatGPT,1436,342,1778,Conversation log
299159,ChatGPT,455,50,505,Conversation log
299197,ChatGPT,1766,755,2521,Conversation log
299198,ChatGPT,520,57,577,Conversation log
299221,ChatGPT,592,59,651,Conversation log
299240,ChatGPT,0,0,0,Conversation log
299253,ChatGPT,726,721,1447,Conversation log
299255,ChatGPT,1882,344,2226,Conversation log
299267,ChatGPT,738,89,827,Conversation log
299310,ChatGPT,461,65,526,Conversation log
299325,ChatGPT,15,374,389,Conversation log
299339,ChatGPT,1860,429,2289,Conversation log
299355,ChatGPT,402,295,697,Conversation log
299373,ChatGPT,671,48,719,Conversation log
299440,ChatGPT,1897,315,2212,Conversation log
299454,ChatGPT,1467,30,1497,Conversation log
299471,GPT-4,1074,150,1224,Conversation log
299485,ChatGPT,1517,22,1539,Conversation log
299501,ChatGPT,661,8,669,Conversation log
299512,ChatGPT,1185,1375,2560,Conversation log
299533,ChatGPT,1786,499,2285,Conversation log
299538,ChatGPT,627,8,635,Conversation log
299550,ChatGPT,190,295,485,Conversation log
299554,ChatGPT,1334,531,1865,Conversation log
299579,ChatGPT,30,626,656,Conversation log
299580,GPT-4,1131,172,1303,Conversation log
299608,ChatGPT,1710,734,2444,Conversation log
299639,ChatGPT,486,61,547,Conversation log
299824,ChatGPT,1220,365,1585,Conversation log
299829,ChatGPT,26,12,38,Conversation log
299843,ChatGPT,26,455,481,Conversation log
299869,ChatGPT,1382,461,1843,Conversation log
299889,ChatGPT,37,18,55,Conversation log
299937,ChatGPT,1864,452,2316,Conversation log
300006,ChatGPT,57,9,66,Conversation log
300048,GPT-4,69,416,485,Conversation log
300059,ChatGPT,219,58,277,Conversation log
300070,ChatGPT,15,296,311,Conversation log
300110,ChatGPT,329,323,652,Conversation log
300126,ChatGPT,713,528,1241,Conversation log
300140,ChatGPT,34,549,583,Conversation log
300172,ChatGPT,602,542,1144,Conversation log
300178,ChatGPT,0,0,0,Conversation log
300185,ChatGPT,0,0,0,Conversation log
300200,ChatGPT,1310,661,1971,Conversation log
300215,ChatGPT,1819,1169,2988,Conversation log
300239,ChatGPT,1598,172,1770,Conversation log
300284,ChatGPT,0,0,0,Conversation log
300286,ChatGPT,304,282,586,Conversation log
300328,ChatGPT,172,162,334,Conversation log
300334,ChatGPT,1929,1092,3021,Conversation log
300380,GPT-4,1176,20,1196,Conversation log
300388,ChatGPT,0,0,0,Conversation log
300389,GPT-4,529,455,984,Conversation log
300397,ChatGPT,0,0,0,Conversation log
300402,ChatGPT,1396,138,1534,Conversation log
300415,ChatGPT,1531,393,1924,Conversation log
300460,ChatGPT,1545,1259,2804,Conversation log
300529,GPT-4,20,443,463,Conversation log
300541,ChatGPT,1418,813,2231,Conversation log
300595,GPT-4,510,579,1089,Conversation log
300661,GPT-4,1176,749,1925,Conversation log
300728,GPT-4,1945,851,2796,Conversation log
300761,ChatGPT,860,68,928,Conversation log
300790,ChatGPT,18,441,459,Conversation log
300818,GPT-4,1041,455,1496,Conversation log
300847,GPT-4,2822,946,3768,Conversation log
300905,GPT-4,3350,694,4044,Conversation log
300992,GPT-4,67,697,764,Conversation log
301088,GPT-4,1796,499,2295,Conversation log
301125,GPT-4,822,404,1226,Conversation log
301201,GPT-4,2325,464,2789,Conversation log
301215,GPT-4,1243,859,2102,Conversation log
301302,ChatGPT,927,110,1037,Conversation log
301350,GPT-4,3443,910,4353,Conversation log
301375,ChatGPT,86,9,95,Conversation log
301404,ChatGPT,18,292,310,Conversation log
301410,GPT-4,2587,497,3084,Conversation log
301448,ChatGPT,76,39,115,Conversation log
301459,GPT-4,77,11,88,Conversation log
301461,ChatGPT,1832,363,2195,Conversation log
301506,ChatGPT,1719,267,1986,Conversation log
301522,GPT-4,3549,427,3976,Conversation log
301523,GPT-4,35,405,440,Conversation log
301535,GPT-4,113,10,123,Conversation log
301558,GPT-4,452,378,830,Conversation log
301568,GPT-4,153,10,163,Conversation log
301604,GPT-4,3170,501,3671,Conversation log
301716,ChatGPT,1559,427,1986,Conversation log
301736,GPT-4,842,121,963,Conversation log
301839,GPT-4,2821,502,3323,Conversation log
301853,ChatGPT,1679,301,1980,Conversation log
301861,ChatGPT,41,443,484,Conversation log
301876,ChatGPT,1580,498,2078,Conversation log
301899,ChatGPT,1480,383,1863,Conversation log
301933,GPT-4,2753,756,3509,Conversation log
302000,GPT-4,982,307,1289,Conversation log
302092,ChatGPT,13,480,493,Conversation log
302103,ChatGPT,600,340,940,Conversation log
302151,ChatGPT,961,291,1252,Conversation log
302268,ChatGPT,132,738,870,Conversation log
302282,ChatGPT,1461,237,1698,Conversation log
302344,ChatGPT,776,31,807,Conversation log
302371,ChatGPT,18,493,511,Conversation log
302388,GPT-4,2844,233,3077,Conversation log
302402,ChatGPT,19,238,257,Conversation log
302456,ChatGPT,279,410,689,Conversation log
302489,ChatGPT,73,8,81,Conversation log
302501,ChatGPT,94,3,97,Conversation log
302508,ChatGPT,110,3,113,Conversation log
302576,ChatGPT,716,400,1116,Conversation log
302649,ChatGPT,1136,403,1539,Conversation log
302665,ChatGPT,640,241,881,Conversation log
302672,ChatGPT,1894,468,2362,Conversation log
302738,ChatGPT,1566,473,2039,Conversation log
302882,ChatGPT,133,22,155,Conversation log
302982,ChatGPT,26,25,51,Conversation log
303000,ChatGPT,98,42,140,Conversation log
303108,GPT-4,2555,714,3269,Conversation log
303133,ChatGPT,115,17,132,Conversation log
303532,ChatGPT,43,134,177,Conversation log
303570,ChatGPT,235,183,418,Conversation log
303613,ChatGPT,460,52,512,Conversation log
303735,GPT-4,2823,582,3405,Conversation log
303759,ChatGPT,17,424,441,Conversation log
303824,ChatGPT,149,188,337,Conversation log
303848,ChatGPT,351,470,821,Conversation log
303945,ChatGPT,29,125,154,Conversation log
303973,ChatGPT,922,348,1270,Conversation log
304003,ChatGPT,1259,119,1378,Conversation log
304003,ChatGPT,194,117,311,Conversation log
304022,ChatGPT,1178,149,1327,Conversation log
304043,ChatGPT,1233,70,1303,Conversation log
304100,GPT-4,0,0,0,Conversation log
304137,GPT-4,20,271,291,Conversation log
304492,ChatGPT,19,267,286,Conversation log
304592,ChatGPT,307,483,790,Conversation log
304609,GPT-4,21,500,521,Conversation log
304652,GPT-4,1208,147,1355,Conversation log
304727,GPT-4,1107,106,1213,Conversation log
304742,ChatGPT,18,12,30,Conversation log
304770,ChatGPT,64,78,142,Conversation log
304784,ChatGPT,506,179,685,Conversation log
304796,GPT-4,23,300,323,Conversation log
304938,ChatGPT,314,186,500,Conversation log
304971,ChatGPT,522,186,708,Conversation log
305028,ChatGPT,40,335,375,Conversation log
305251,GPT-4,439,279,718,Conversation log
305271,ChatGPT,80,270,350,Conversation log
305398,ChatGPT,139,12,151,Conversation log
305571,ChatGPT,743,43,786,Conversation log
305604,ChatGPT,36,502,538,Conversation log
305680,ChatGPT,954,160,1114,Conversation log
305726,GPT-4,1726,367,2093,Conversation log
305784,ChatGPT,532,138,670,Conversation log
305802,GPT-4,756,218,974,Conversation log
305819,ChatGPT,115,761,876,Conversation log
305845,GPT-4,996,196,1192,Conversation log
305889,GPT-4,1211,254,1465,Conversation log
305895,ChatGPT,896,822,1718,Conversation log
305944,GPT-4,1163,96,1259,Conversation log
305959,ChatGPT,373,88,461,Conversation log
306019,ChatGPT,481,258,739,Conversation log
306180,GPT-4,879,173,1052,Conversation log
306203,GPT-4,809,244,1053,Conversation log
306231,ChatGPT,138,486,624,Conversation log
306246,ChatGPT,1264,137,1401,Conversation log
306293,GPT-4,877,278,1155,Conversation log
306333,GPT-4,1750,451,2201,Conversation log
306334,GPT-4,904,397,1301,Conversation log
306366,ChatGPT,653,594,1247,Conversation log
306424,GPT-4,68,53,121,Conversation log
306437,GPT-4,1259,339,1598,Conversation log
306473,GPT-4,657,47,704,Conversation log
306480,GPT-4,716,29,745,Conversation log
306488,GPT-4,36,218,254,Conversation log
306497,GPT-4,23,75,98,Conversation log
306502,GPT-4,323,419,742,Conversation log
306519,GPT-4,118,114,232,Conversation log
306526,ChatGPT,1264,356,1620,Conversation log
306536,GPT-4,2668,714,3382,Conversation log
306544,GPT-4,252,187,439,Conversation log
306578,GPT-4,83,343,426,Conversation log
306752,GPT-4,492,275,767,Conversation log
306801,GPT-4,802,140,942,Conversation log
306827,GPT-4,981,227,1208,Conversation log
307036,ChatGPT,16,176,192,Conversation log
307096,ChatGPT,746,430,1176,Conversation log
307295,ChatGPT,761,58,819,Conversation log
307302,GPT-4,26,244,270,Conversation log
307509,GPT-4,2724,747,3471,Conversation log
307648,GPT-4,98,78,176,Conversation log
307754,GPT-4,199,99,298,Conversation log
307779,GPT-4,200,55,255,Conversation log
307789,ChatGPT,1216,146,1362,Conversation log
307852,GPT-4,312,127,439,Conversation log
307919,ChatGPT,81,70,151,Conversation log
308055,GPT-4,24,107,131,Conversation log
308088,GPT-4,160,94,254,Conversation log
308106,ChatGPT,1188,165,1353,Conversation log
308301,ChatGPT,222,317,539,Conversation log
308521,GPT-4,39,409,448,Conversation log
308604,GPT-4,97,368,465,Conversation log
308631,GPT-4,873,62,935,Conversation log
308661,ChatGPT,430,163,593,Conversation log
308965,GPT-4,1533,316,1849,Conversation log
308989,GPT-4,1441,334,1775,Conversation log
309003,GPT-4,205,304,509,Conversation log
309039,ChatGPT,92,395,487,Conversation log
309079,GPT-4,1459,390,1849,Conversation log
309113,GPT-4,1690,402,2092,Conversation log
309152,GPT-4,113,50,163,Conversation log
309161,ChatGPT,1417,131,1548,Conversation log
309226,GPT-4,665,503,1168,Conversation log
309255,ChatGPT,504,359,863,Conversation log
309284,GPT-4,21,218,239,Conversation log
309347,ChatGPT,26,359,385,Conversation log
309356,ChatGPT,898,187,1085,Conversation log
309358,ChatGPT,1734,373,2107,Conversation log
309378,ChatGPT,1341,592,1933,Conversation log
309378,ChatGPT,412,384,796,Conversation log
309386,GPT-4,322,294,616,Conversation log
309513,GPT-4,705,302,1007,Conversation log
309612,GPT-4,1840,413,2253,Conversation log
309614,GPT-4,1091,330,1421,Conversation log
309632,ChatGPT,509,375,884,Conversation log
309663,GPT-4,1449,414,1863,Conversation log
309686,GPT-4,1627,402,2029,Conversation log
309705,GPT-4,1436,210,1646,Conversation log
309713,GPT-4,1650,243,1893,Conversation log
309731,ChatGPT,1101,93,1194,Conversation log
309737,ChatGPT,927,442,1369,Conversation log
309755,GPT-4,1690,475,2165,Conversation log
309783,GPT-4,302,297,599,Conversation log
309786,ChatGPT,1817,418,2235,Conversation log
309793,GPT-4,187,178,365,Conversation log
309866,GPT-4,770,463,1233,Conversation log
309885,GPT-4,353,436,789,Conversation log
309889,ChatGPT,1822,471,2293,Conversation log
309898,ChatGPT,86,59,145,Conversation log
309930,GPT-4,630,409,1039,Conversation log
309938,ChatGPT,947,348,1295,Conversation log
310011,ChatGPT,1326,421,1747,Conversation log
310054,ChatGPT,842,416,1258,Conversation log
310055,ChatGPT,1768,289,2057,Conversation log
310084,ChatGPT,25,349,374,Conversation log
310126,ChatGPT,1372,153,1525,Conversation log
310145,ChatGPT,249,80,329,Conversation log
310147,ChatGPT,1723,567,2290,Conversation log
310160,ChatGPT,1883,458,2341,Conversation log
310252,GPT-4,1249,397,1646,Conversation log
310328,ChatGPT,469,312,781,Conversation log
310365,GPT-4,1665,229,1894,Conversation log
310412,GPT-4,1666,550,2216,Conversation log
310444,GPT-4,1774,402,2176,Conversation log
310469,GPT-4,40,127,167,Conversation log
310530,GPT-4,1789,546,2335,Conversation log
310536,GPT-4,2062,521,2583,Conversation log
310570,GPT-4,1862,472,2334,Conversation log
310579,GPT-4,2190,439,2629,Conversation log
310606,GPT-4,207,158,365,Conversation log
310630,GPT-4,381,59,440,Conversation log
310633,ChatGPT,73,4,77,Conversation log
