original_artifact,clean_path,sha256
analytical_validation_v18/manuscript/fig_solver_triangulation_v18.pdf,manuscript/figures/solver_triangulation.pdf,772a51d0d2ec316553e841c4c6b8d8dd67ce724fa9bb057a3a3459e5319cf420
analytical_validation_v18/figures/fig_cross_hardware_transport_v18.pdf,validation/figures/cross_hardware_transport.pdf,eb7968d29e05931bc1032e4f410033fa6f384dd15a1ab6f36d6bcaee62bc3da8
analytical_validation_v18/figures/fig_cross_hardware_transport_v18.png,validation/figures/cross_hardware_transport.png,a383cdbe4c5ee7c9da3dbb46daa1938c7793310f7c7f9611037e927911ee6a37
analytical_validation_v18/figures/fig_jump_indicator_v18.pdf,validation/figures/jump_indicator.pdf,b8411223070e46398194d765ebf6e230a6e4f66c7d45a59c65e4b18877f8ff9a
analytical_validation_v18/figures/fig_jump_indicator_v18.png,validation/figures/jump_indicator.png,2ba4ce6be1d479ab69345eb1402c5b716d096baf1d95ebbb51e01f37326741ec
analytical_validation_v18/figures/fig_model_form_stress_v18.pdf,validation/figures/model_form_stress.pdf,95a557da7deaaf1b755c66e336fdd8772ff6cf89c9d4cd00eb1112903fe3e4a8
analytical_validation_v18/figures/fig_model_form_stress_v18.png,validation/figures/model_form_stress.png,34cd2f788c99158a11b3e7da2c40f7b89a4cf5414c78a38e67f62569d0aa0bdc
analytical_validation_v18/figures/fig_solver_triangulation_v18.pdf,validation/figures/solver_triangulation.pdf,772a51d0d2ec316553e841c4c6b8d8dd67ce724fa9bb057a3a3459e5319cf420
analytical_validation_v18/figures/fig_solver_triangulation_v18.png,validation/figures/solver_triangulation.png,f2d026f7acb3eb414796a97ace81d22aab45896f9b8c7e6b4516be89467981f5
analytical_validation_v18/figures/fig_surface_rank_vs_error_v18.pdf,validation/figures/surface_rank_vs_error.pdf,a09fe16ea2a3ce5a2f1ed81695a2155e9a96884d954cbab31c8af025297ff400
analytical_validation_v18/figures/fig_surface_rank_vs_error_v18.png,validation/figures/surface_rank_vs_error.png,f3cb10639aaa54f28d65c2612c1b9a3f45dae2224f8ae0848b6cf22a00289083
analytical_validation_v18/manuscript/FutureInternet_manuscript_submission_v18.tex,manuscript/manuscript.tex,c86d0404c7417dd1a4c5c57a20302fc468c5d7d374fc778d9985c655c8af4ce5
analytical_validation_v18/manuscript/FutureInternet_supplementary_material_v18.tex,manuscript/supplementary_material.tex,f2a377afd35674dd65c30a6e579c427dccce9a82130f71dc3e9fd896ee5ee721
analytical_validation_v18/inputs/hysteresis_policy_surfaces_all.csv,data/synthetic/policy_surfaces.csv,315e3bee62d3bb0f498895630f512f6f14545b13a334c15de84a705bbe897436
analytical_validation_v18/inputs/hysteresis_summary_all.csv,data/synthetic/scenario_definitions.csv,b01f79d0fd0f54590ea7bc46c2afdc665b88b998263baa4caf4adaeff505983a
analytical_validation_v18/inputs/qwen25_7b_rtx3090_direct_telemetry_summary.csv,data/calibration/qwen_rtx3090_direct_telemetry.csv,3b32e30f2a5a6ad374bf0da955a0ce15b95e7eccc970ba839efd8aee368ef2ea
analytical_validation_v18/inputs/qwen_3090_kv_cache_summary.csv,data/calibration/qwen_rtx3090_independent_summary.csv,7b30816d7f4bbd7ee0707149818b95a488a2db8d81ff88898e7d01cd043140f6
analytical_validation_v18/inputs/qwen_4090_summary.csv,data/calibration/qwen_rtx4090_summary.csv,d64124d003c2522a5879c73897e25936b1e4d8983ed12da43aacc7b7ab9ea92c
analytical_validation_v18/inputs/mistral_3run_summary.csv,data/calibration/mistral_rtx3090_summary.csv,e5e186770033d80ab4af3b7526eca6c15b861edfbf23d9dce3685d216ec2093c
analytical_validation_v18/results/direct_service_law_model_comparison.csv,results/analytical_validation/service_law_model_comparison.csv,c33cb6d22be5a3ea345f68ada52e21893aa6d9a6dde5fe5789c46b6ed6faddb5
analytical_validation_v18/results/direct_service_law_validation_summary.json,results/analytical_validation/service_law_validation_summary.json,659909a0f0b444a6d08a3c97001bbec4ee4b32b39b073f83193fadf35e223646
analytical_validation_v18/results/cross_hardware_model_fits.csv,results/analytical_validation/cross_hardware_model_fits.csv,d949112da49c9a825dd94d0e7b792e2312c196ac1dabca3484f3269fc0eac3e9
analytical_validation_v18/results/cross_hardware_leave_one_domain_out.csv,results/analytical_validation/cross_hardware_leave_one_domain_out.csv,978361ebb1190e1018c11de200759b458b26e636d172a57fe2e6adf8ee66b1b1
analytical_validation_v18/results/cross_hardware_pairwise_curve_distance.csv,results/analytical_validation/cross_hardware_curve_distances.csv,42721048ce0e4d62d5350307eb6235316ca8f8f9cde93aa221c1022c391637a8
analytical_validation_v18/results/cross_hardware_bootstrap_summary.csv,results/analytical_validation/cross_hardware_bootstrap_summary.csv,e327857145e8be4ce1cabd1103cb402d149625e4f5db0ebdc31082712db25d47
analytical_validation_v18/results/cross_hardware_validation_summary.json,results/analytical_validation/cross_hardware_validation_summary.json,1e1d776369cfc78c74d4ec7b1227654f73fb29a15d541a798e7bb2e83769e5c2
analytical_validation_v18/results/analytical_policy_surface_validation.csv,results/analytical_validation/policy_surface_validation.csv,737a0a6f9c5898787191bba2689c589f91cddb6b38a8cae960092b9325bf1c59
analytical_validation_v18/results/analytical_jump_error_indicators.csv,results/analytical_validation/jump_error_indicators.csv,c6621bc32acf0d2d45497448b280cae6028802465be59800539213b574b46bf0
analytical_validation_v18/results/analytical_validation_by_scenario.csv,results/analytical_validation/validation_by_scenario.csv,469dd577d950849ae52c5a1246d165cb7aa566a6f2b03dc4f261e227c51b79d5
analytical_validation_v18/results/analytical_indicator_correlations.csv,results/analytical_validation/indicator_correlations.csv,793964f2aa842ec3eb0a478e14fdeb2df0b75d6ddc45cebf48cb654860a3daf2
analytical_validation_v18/results/analytical_surface_validation_summary.json,results/analytical_validation/surface_validation_summary.json,951328af26bdec8e3b286860deb4a3196557d67dd26084e5dab57f35f711a2b6
analytical_validation_v18/results/analytical_gp_reanalysis_runs.csv,results/analytical_validation/optimizer_reanalysis_runs.csv,ad5db3d54ff29ba86b2d3ea1bd005a7ad12b30851a13ae4f452683e3c396105d
analytical_validation_v18/results/analytical_gp_reanalysis_summary.csv,results/analytical_validation/optimizer_reanalysis_summary.csv,eda715a5aab58d7832409269e70504cdeba4dcec70b2543989d0aeb5ad6a2dc7
analytical_validation_v18/results/model_form_stress_runs.csv,results/analytical_validation/model_form_stress_runs.csv,987ac9abf5c087e08a86d8ff3d8e5e7117929d25a4deba4310c5a8d187db5adc
analytical_validation_v18/results/model_form_stress_summary.csv,results/analytical_validation/model_form_stress_summary.csv,9d958c0601da9f0e51b8dd4dbca9a1429ee23717265a5bb16d9346e6f17f2e33
analytical_validation_v18/results/model_form_stress_summary.json,results/analytical_validation/model_form_stress_summary.json,d8e6a38c4e25f5b8cc7e2e0375cce8d83834c80523eb414a4f904f1dd1c6f8d3
analytical_validation_v18/results/independent_solver_triangulation.csv,results/analytical_validation/solver_triangulation.csv,81d48318d9da5cfc0f375c202d56a1f6ad87761903141f8c6c0bd12030238776
analytical_validation_v18/results/independent_solver_policy_ranking.csv,results/analytical_validation/solver_policy_ranking.csv,6f57d05a4232b8886144e7129346e7094003515796490fb851170f417cc2a107
analytical_validation_v18/results/independent_solver_triangulation_summary.json,results/analytical_validation/solver_triangulation_summary.json,896e96f44cba7bef3945ebf7fe15f385752ea42e43c3cce53196ac92e4693cf0
analytical_validation_v18/scripts/validate_direct_service_law.py,src/validation/validate_service_law.py,a0498a7fa5cd955d4e7a0ee9ec62670b01ee49bc8eb89d3ffb6b4b7c9ab06136
analytical_validation_v18/scripts/validate_cross_hardware_transport.py,src/validation/validate_cross_hardware_transport.py,fbb64a03bacbd42674b3a8a8a0bc0af5ed4b91c18b5d4bacf7b237a445d329ab
analytical_validation_v18/scripts/validate_policy_surfaces_and_jump_error.py,src/validation/validate_policy_surfaces.py,5a97b84769486346a2d8aab2155060ca5da51c099130fff56700c6b79fdcda95
analytical_validation_v18/scripts/reproduce_gp_ablation_from_surfaces.py,src/validation/reproduce_optimizer_analysis.py,95df1320090dc6e803603d7c6226bf9282e5940d33879802e532b0759625e630
analytical_validation_v18/scripts/run_model_form_stress.py,src/validation/run_model_form_stress.py,6052b9a8ee6c58a7865ab9dd2f65f41d37b47bd1a9d54188ae4fab0afe3068f8
analytical_validation_v18/scripts/run_independent_solver_triangulation.py,src/validation/run_solver_triangulation.py,d8e0c14783de246ddcbffa2eeaf7b4d0106de9cd99477962100a984efc36cb6a
